cod_assunto;cod_item_pai;artigo;dispositivo_legal;nome
9,96;9,955;359-E;CP;Prestação de Garantia Graciosa
9,961;9,955;359-F;CP;Não Cancelamento de Restos a Pagar
9,962;9,955;359-G;CP;Aumento de Despesa com Pessoal no Último Ano do Mandato ou Legislatura
9,963;9,955;359-H;CP;Oferta Pública ou Colocação de Títulos no Mercado
9,965;9,964;22 e 24 do ECA e 1.638, II, do CC;ECA e CC;Abandono Material
9,966;9,964;22 e 24 do ECA e 1.638, II, do CC;ECA e CC;Abandono Intelectual
9,967;9,964;1.638, I;CC;Maus Tratos
9,968;9,964;22 e 24 do ECA e 1.638, III, do ECA;ECA e CC;Abuso Sexual
9,969;9,964;60 e seguintes;ECA;Exploração do Trabalho Infantil
9,97;9,964;23;ECA;Pobreza
9,971;9,964;19;ECA;Uso ou Tráfico de Drogas
9,972;9,964;52 do ECA e 1.629 do CC;ECA e CC;Adoção Internacional
9,973;9,964;39 e seguintes do ECA e 1.618 e seguintes do CC;ECA e CC;Adoção Nacional
9,974;9,964;39 e seguintes do ECA e 1.618 e seguintes do CC;ECA e CC;Adoção de Criança
9,975;9,964;39 e seguintes do ECA e 1.618 e seguintes do CC;ECA e CC;Adoção de Adolescente
9,977;9,964;149;ECA;Entrada e Permanência de Menores
9,978;9,964;83 e seguintes;ECA;Viagem ao Exterior
9,979;9,964;60 e seguintes;ECA;Trabalho do adolescente
9,981;899;Arts. 40 a 69.;Lei nº 10.406/02 (Código Civil) -;Pessoas Jurídicas
9,984;9,617;986;CCB;Em comum / De fato
9,99;9,986;34;CF;Intervenção em Estado / Município
9,992;9,991;art. 5º, V, X;CF;Indenização por Dano Moral
9,994;9,991;CF, art. 37, § 6º, Lei 6938/81, art. 14, § 1º;"CF; Lei 6938/81";Indenização por Dano Ambiental
9,995;9,992;art. 5º, V, X;CF;Erro Médico
9,996;9,992;art. 5º, V, X;CF;Acidente de Trânsito
10;9,998;5º, inciso I;IN SRF 248/2002;Declaração de Trânsito Aduaneiro
10,008;9,998;4º;Decreto 63.662/68;Registro de Aeronave
10,01;9,997;"Lei 7347, art. 1º; Lei 4717, art. 1º";"Leis 4717/65; 7347/85";Ato Lesivo ao Patrimônio Artístico, Estético, Histórico ou Turístico
10,012;10,011;10;L 8.429/1992;Dano ao Erário
10,013;10,011;9º;L 8.429/1992;Enriquecimento ilícito
10,014;10,011;11;L 8.429/1992;Violação aos Princípios Administrativos
10,029;10,028;art. 207;CF;Ensino Superior
10,051;10,028;art. 208, I, II;CF;Ensino Fundamental e Médio
10,064;10,028;art. 196 a 200;CF;Saúde
10,069;10,064;Art. 196;CF;Tratamento Médico-Hospitalar e/ou Fornecimento de Medicamentos
10,074;10,073;art. 1º a 40;Lei 8974/95;Fornecimento de Gás
10,075;10,073;art. 1º a 40;Lei 8987/95;Energia Elétrica
10,076;10,073;arts. 1º a 64;Decreto 1832/96;Transporte Terrestre
10,08;10,073;"Lei 91/97, arts. 1º a 22; Lei 29/2002, arts 1º a 3º";"Lei 91/97; Lei 29/2002";Telefonia
10,081;10,073;"CF, art. 21, XII, a; Lei 9432/97, arts. 1º a 15";"CF; Lei 9432/97";Transporte Aquaviário
10,083;10,073;art. 3º;Lei 8935/94;Tabelionatos, Registros, Cartórios
10,086;10,073;arts. 1º a 53;Lei 11.445/07;Recolhimento e Tratamento de Lixo
10,087;10,028;CF, art. 133 a 135;"CF; LC 80/94; Lei 9020/95";Defensoria Pública
10,09;10,089;64;Dl 9.760/1946;Locação / Permissão / Concessão / Autorização / Cessão de Uso
10,092;10,089;art. 7º;Lei 9636/98;Taxa de Ocupação
10,095;10,089;art. 1º e segs.;Lei 9433/97;Águas Públicas
10,096;10,089;art. 461, § 5º;CPC;Bloqueio de Valores de Contas Públicas
10,103;10,102;20, XI;CR1988;Terreno Aldeado
10,108;10,088;216;CF;Patrimônio Histórico / Tombamento
10,109;10,088;39;L 10.257/2001;Ordenação da Cidade / Plano Diretor
10,111;10,11;art. 9º e segs.;Lei 6938/81;Revogação/Concessão de Licença Ambiental
10,112;10,11;72;Lei 9605/98;Revogação/Anulação de multa ambiental
10,114;10,11;art. 1º e segs.;Lei 5197/67;Fauna
10,115;10,11;art. 1º e segs.;Lei 11105/2005.;Transgênicos
10,116;10,11;art. 1º e segs.;Lei 7802/89;Agrotóxicos
10,118;10,11;art. 1º e segs.;L 9.985/2000;Unidade de Conservação da Natureza
10,121;10,12;art. 5º, XXIV;CF;Desapropriação
10,122;10,12;art. 1º, 2º, 5º;DL 3365/41;Desapropriação por Utilidade Pública / DL 3.365/1941
10,123;10,12;art. 1º e segs.;Lei 4132/62;Desapropriação por Interesse Social Comum / L 4.132/1962
10,124;10,12;184;"CF1988; LC 76/1993";Desapropriação por Interesse Social para Reforma Agrária
10,125;10,12;10;DL 3365/41;Desapropriação Indireta
10,126;10,12;Art. 519;Lei 10406/02;Retrocessão
10,127;10,12;art. 7º;DL 3365/41;Vistoria
10,128;10,12;art. 40;DL 3365/41;Servidão Administrativa
10,129;10,12;35;DL 3365/41;Ocupação Temporária
10,13;10,12;170, III;CF;Limitação Administrativa
10,131;10,088;art. 1º e segs.;"Lei 9491/97; leis estaduais";Privatização
10,133;10,12;25 a 27;L 10.257/2001 Estatuto das Cidades;Direito de Preempção
10,134;10,12;8º e segs.;L 10.251/2001;Desapropriação de Imóvel Urbano
10,135;10,12;5º, XXV;CF1988;Requisição de Bem Particular
10,151;10,146;54;L 8.884/1994;Atos de Concentração
10,183;10,182;art. 1º a 11;DL 263/67;Apólices da Dívida Pública
10,184;10,182;Arts. 29, II, 34, 36, pár. Único, 39, §4º, 43, § 2º, I;LC 101/2000;Títulos da Dívida Pública
10,188;10,187;"CF, art. 37, XI e art. 93, V; LC 35, art. 61 a 65.";CF, LC 35;Remuneração
10,189;10,187;art. 29;LC 35;Afastamento
10,19;10,187;art. 42;LC 35;Processo Disciplinar / Sindicância
10,191;10,187;art. 50;LC 35;Aposentadoria
10,192;10,187;"CF, art. 93, II, III, IV; LC 35, art.80";CF, LC 35;Promoção
10,193;10,187;"CF, art. 93, VIII-A; LC 35, art. 81";"CF; LC 35";Remoção
10,195;10,194;"CF, art. 37, XI , 39, § 4º; Lei 8625/93, art. 45 a 50.";CF, Lei 8625/93;Remuneração
10,196;10,194;art. 20, parágrafo único.;Lei 8429/92;Afastamento
10,197;10,194;art. 130-A, § 2º, II, III, IV.;CF;Processo Disciplinar / Sindicância
10,198;10,194;"Art. 129, § 4º; Art. 54 e 55";"CF; Lei 8.625/93";Aposentadoria
10,2;10,194;Art. 61;Lei 8625/93;Remoção
10,202;10,201;20, parágrafo único;L 8.429/1992;Afastamento do Cargo
10,203;10,201;art. 37, X a XV;CF;Remuneração
10,204;10,201;4º, 5º e 6º;Dl 201/1967;Recondução
10,205;10,201;art. 1º, VI, VII;DL 201/67;Prestação de Contas
10,206;10,201;art. 7º;Lei 8429/92;Indisponibilidade de Bens
10,208;10,207;art. 20, parágrafo único;Lei 8429/92;Afastamento do Cargo
10,21;10,207;art. 29;Lei 8112/90;Recondução
10,211;10,207;"CF, art. 34, VII, d; LC 101, art. 25, IV, a, 48, 49, 56, 67, III; Lei 4320, art. 78";CF, Lei 4320, LC 101;Prestação de Contas
10,212;10,207;art. 7º;Lei 8429/92;Indisponibilidade de Bens
10,214;10,213;art. 37, X a XV;CF;Remuneração
10,215;10,213;art. 20, par. único;Lei 8429/92;Afastamento do Cargo
10,217;10,213;"CF, art. 34, VII, d; LC 101, art. 25, IV, a, 48, 49, 56, 67, III; Lei 4320, art. 78";CF, Lei 4320, LC 101;Prestação de Contas
10,218;10,213;art. 7º;Lei 8429/92;Indisponibilidade de Bens
10,22;10,219;39;CF;Regime Estatutário
10,221;10,288;Art. 37, XIII;CF;Isonomia/Equivalência Salarial
10,222;10,22;41;CF;Estabilidade
10,223;10,22;243;Lei 8.112/90;Enquadramento
10,224;10,22;29;L 8.112/1990;Recondução
10,225;10,22;"CF, art. 37, XVI; Lei 8.112/90, art. 118 a 120";"CF; Lei 8.112/90";Acumulação de Cargos
10,226;10,22;28;L 8.112/1990;Reintegração
10,227;10,22;37, VII;CF;Direito de Greve
10,228;10,22;arts. 8º, VI, 25, 27;Lei 8112/90;Transferência
10,229;10,22;36;Lei 8.112/90;Remoção
10,23;10,22;"CF, art. 40; Lei 8112/90, art. 183 e segs.";"CF; Lei 8.112/90";Regime Previdenciário
10,231;10,22;1º;Lei 8.878/94;Anistia Administrativa
10,232;10,22;25 a 27;L 8.112/1990;Reversão
10,233;10,22;37;L 8.112/1990;Redistribuição
10,234;10,22;41;CF;Disponibilidade / Aproveitamento
10,235;10,22;"arts. 20, § 3º; 37, § 1º; 93, §7º";Lei 8112/90;Lotação
10,236;10,22;art. 17;Lei 8112/90;Promoção / Ascensão
10,237;10,22;24;Lei 8.112/90;Readaptação
10,238;10,22;41;CF;Estágio Probatório
10,239;10,22;"37, II; 9º (lei 8.112/90)";"CF ; Lei 8.112/90";Nomeação
10,24;10,22;art. 13 a 20;Lei 8112/90;Posse e Exercício
10,241;10,22;"33 I,; 15 § 2º; 34";L 8.112/1990;Exoneração
10,243;10,288;art. 1º a 6º;Lei 8186/91;Complementação de Benefício/Ferroviário
10,244;10,288;230;L 8.112/1990;Assistência à Saúde
10,245;10,288;"54, IV; 1º segs.";"L 8.069/1990; D 977/1993";Assistência Pré-escolar
10,246;10,288;"185, I, b; 196";L 8.112/1990;Auxílio-Natalidade
10,247;10,288;185 II c, 229;L 8.112/1990;Auxílio-Reclusão
10,248;10,288;185 II b, 226 a 228;L 8.112/1990;Auxílio-Funeral
10,249;10,288;185 I c, 197 a 201;L 8.112/1990;Salário-Família
10,251;10,25;221;L 8.112/1990;Provisória
10,252;10,25;art. 215;Lei 8112/90;Concessão
10,253;10,25;arts. 215 a 225;Lei 8112/90;Restabelecimento
10,254;10,219;40;CF1988;Aposentadoria
10,255;10,254;186, I e § 1º.;L 8.112/1990;Invalidez Permanente
10,256;10,254;186 II e 187;L 8.112/1990;Compulsória
10,257;10,254;186 III;L 8.112/1990;Voluntária
10,259;10,258;102 VII c;L 8.112/1990;Dirigente Sindical
10,26;10,258;"81, V; 87";L 8.112/190;Licença Capacitação (Aperfeiçoamento Profissional)
10,261;10,258;81 V (revogado);L 8.112/1990;Licença-Prêmio
10,262;10,258;"81, I; 83";L 8.112/1990;Doença em Pessoa da Família
10,263;10,258;102, VIII, b;L 8.112/1990;Tratamento da Própria Saúde
10,264;10,258;102 VIII a;L 8.112/1990;Gestante / Adotante / Paternidade
10,265;10,258;"81, VI; 91";L 8.112/1990;Interesse Particular
10,266;10,258;81, III;L 8.112/1990;Serviço Militar
10,267;10,258;81 IV;L 8.112/1990;Atividade Política
10,268;10,258;97 III a;L 8.112/1990;Casamento
10,269;10,258;97, III, b;L 8.112/1990;Luto
10,27;10,258;209;L 8.112/1990;Amamentação
10,271;10,258;97 I;L 8.112/1990;Doação de Sangue
10,272;10,258;97 II;L 8.112/1990;Alistamento / Serviço Eleitoral
10,273;10,258;84;L 8.112/1990;Acompanhamento de Cônjuge ou Companheiro
10,274;10,258;18;L 8.112/1990;Exercício em Outro Município
10,275;10,258;"185, I, f; 211 a 214";L 8.112/1990;Licença por Acidente em Serviço
10,277;10,276;Arts. 55 e 57;Lei 8213/91;Averbação / Contagem de Tempo Especial
10,278;10,276;Art. 201, § 9º;CF;Averbação / Contagem Recíproca
10,28;10,279;33 II;L 8.112/1990;Demissão ou Exoneração
10,281;10,279;Art. 127, I, 129;Lei 8112/90;Advertência
10,282;10,279;Art. 127, II, 130;Lei 8112/90;Suspensão
10,283;10,279;Art. 37, § 6º;CF;Responsabilidade Civil do Servidor Público / Indenização ao Erário
10,286;10,219;arts. 1º a 14;Lei 9468/97;Programa de Desligamento Voluntário (PDV)
10,287;10,219;19;Lei 8112/90;Jornada de Trabalho
10,289;10,288;Art. 61;Lei 8112/90;Gratificações da Lei 8.112/1990
10,29;10,288;arts. 1º a 8º;Lei 10.187/01;Gratificação de Incentivo
10,291;10,288;"Arts. 61, IV; 68 e 69";Lei 8.112/90;Adicional de Insalubridade
10,292;10,288;"Arts. 61, IV; 68 e 69";Lei 8.112/90;Adicional de Periculosidade
10,293;10,288;71;Lei 8112/90;Adicional de Fronteira
10,294;10,288;Art. 78;Lei 8112/90;Abono Pecuniário (Art. 78 Lei 8.112/1990)
10,295;10,288;"Lei 8112/90, art. 62, §§ 2º e 5º; Lei 9624/98, arts. 2º e 3º";"Lei 8112/90; Lei 9624/98";Gratificação Incorporada / Quintos e Décimos / VPNI
10,296;10,288;arts. 45 e 46;Lei 8112/90;Descontos Indevidos
10,297;10,288;42;L 8.112/1990;Teto Salarial
10,298;10,288;51;L 8.112/1990;Diárias e Outras Indenizações
10,299;10,288;arts. 1º a 15;Lei 5645/1970;Plano de Classificação de Cargos
10,3;10,288;arts. 1º a 15;Lei 7238/84;Data Base
10,301;10,288;art. 77;Lei 8112/90;Férias
10,302;10,288;61 III, 67 § único;L 8.112/1990;Adicional por Tempo de Serviço
10,303;10,288;"Art. 61, V; 73 e 74";Lei 8.112/90;Adicional de Horas Extras
10,304;10,288;art. 61, VIII;Lei 8112/90;Auxílio-Alimentação
10,305;10,288;art. 2º;Lei 8911/94;Gratificações de Atividade
10,306;10,288;arts. 51, III, 60;Lei 8112/90;Auxílio-transporte
10,307;10,288;art. 37, X;CF;Revisão Geral Anual (Mora do Executivo - inciso X, art. 37, CF 1988)
10,308;10,288;61,VI e 75;Lei 8.112/90;Adicional de Serviço Noturno
10,31;10,288;arts. 61, II, 63 a 66.;Lei 8112/90;Gratificação Natalina/13º salário
10,311;10,288;art. 37, XV;CF;Irredutibilidade de Vencimentos
10,312;10,288;"Lei 11.494/07, art. 41; Lei 11.738/08, arts. 1º a 6º";"Lei 11.494/07; Lei 11.738/08";Piso Salarial
10,313;10,219;art. 37, X;CF;Reajustes de Remuneração, Proventos ou Pensão
10,323;10,288;art. 197;Lei 8112/90;Inclusão de Dependente
10,326;10,325;10 a 13;L 6.880/1980;Ingresso e Concurso
10,327;10,325;art. 114;Lei 6880/80;Curso de Formação
10,328;10,325;"art. 112; art 125, §4º";"Lei 6880/80; CF";Reintegração
10,329;10,325;50, IV, a;Lei 6.880/80;Estabilidade
10,331;10,325;"14, § 8º, II, 142, § 3º, III; 81 e 82";"CR1988; L 6.880/1980";Adidos, Agregados e Adjuntos
10,332;10,325;143, § 1º e 2º;CF;Serviço Militar Obrigatório
10,334;10,325;"50, inciso IV, alínea ""m"" ; 59 a 62";Lei 6.880/80;Promoção
10,335;10,325;art. 4º;L 5.292/1967;Serviço Militar dos Profissionais da Saúde
10,336;10,325;art. 10 a 13;Lei 6880/80;Corpo Feminino
10,338;10,337;53;L 6.880/1980;Gratificações e Adicionais
10,339;10,337;"Art. 50, inc. IV, ""o""";Lei 6.880/80;Férias
10,34;10,337;53, I, a;L 6.880/1980;Indenizações Regulares
10,341;10,337;Art. 39, § 1º;CF/88;Isonomia
10,349;10,337;104 a 114;Lei 6.880/80;Reforma
10,35;10,337;67 a 70;Lei 6.880/80;Licenças
10,351;10,337;80 a 85;Lei 6880 de 1980;Agregação
10,352;10,337;96 e 97;Lei 6880 de 1980;Reserva Remunerada
10,353;10,337;96, II;Lei 6880 de 1980;Transferência ex-officio para reserva
10,354;10,337;134 a 143;Lei 6880 de 1980;Tempo de Serviço
10,355;10,337;96 e 97;Lei 6880 de 1980;Transferência para reserva
10,356;10,337;"50, IV, ""e""";Lei 6880 de 1980;Assistência Médico-Hospitalar
10,357;10,337;art. 68;Lei 6880/80;Licença Prêmio
10,358;10,337;121 a 123;Lei 6.880/80;Licenciamento
10,36;10,359;"Art. 7º ; Art. 71";"Lei 3.765/60; Lei 6880/80";Concessão
10,361;10,359;art. 71;Lei 6.880/80.;Restabelecimento
10,362;10,359;art. 1º a 24;Lei 3.765/60;Provisória
10,364;10,363;"47, § 1º; 25 e 27";"L 6.880/1980; D 4.346/2002";Advertência / Repreensão
10,365;10,363;"47; 26, 28, 29 e 30";"L 6.880/1980; D 4.346/2002";Impedimento / Detenção / Prisão
10,366;10,363;"47; 32";"L 6.880/1980; D 4.346/2002";Licenciamento / Exclusão
10,367;10,363;82, XI;Lei 6880 de 1980;Suspensão
10,371;10,37;"CF, art. 37, VIII; Lei 8112/90, art. 5º, § 2º";CF, Lei 8112/90;Reserva de Vagas para Deficientes
10,373;10,37;art. 5º, V;Lei 8112/90;Limite de Idade
10,374;10,37;"Art. 93, I; 129, § 3º";CF;Exigência de Prática Forense
10,375;10,37;37, II;CF;Prova de Títulos
10,376;10,37;art. 5º, IVI, art. 14;Lei 8112/90;Exame de Saúde e/ou Aptidão Física
10,377;10,37;arts. 10 a 15;Lei 8112/90;Curso de Formação
10,379;10,37;arts. 10 a 15;8.112/90;Anulação e Correção de Provas / Questões
10,38;10,37;art. 5º, IV;Lei 8112/90;Escolaridade
10,381;10,37;37, IV;CF;Classificação e/ou Preterição
10,382;10,37;arts. 10 a 15;Lei 8112/90;Anulação
10,383;10,37;"CF, art. 37, III; Lei 8112/90, art. 12";CFCF, Lei 8112/90;Prazo de Validade
10,384;10,37;arts. 10 a 15;Lei 8112/90;Condições Especiais para Prestação de Prova
10,386;10,385;art. 20 a 26;Lei 8.666/93;Modalidade / Limite / Dispensa / Inexigibilidade
10,387;10,385;art. 27 a 53;L 8.666/1993;Habilitação / Registro Cadastral / Julgamento / Homologação
10,388;10,385;21;Lei 8.666/93;Edital
10,389;10,385;49;Lei 8.666/93;Revogação
10,39;10,385;art. 86 a 88;Lei 8.666/93;Sanções Administrativas
10,391;10,385;109;Lei 8.666/93;Recursos Administrativos
10,392;10,385;"24, XXVI; 116 e segs.";L 8.666/1993;Convênio
10,393;10,385;art. 43, VI;Lei 8666/93;Adjudicação
10,395;10,394;art. 39, §§ 3º e 4º;Lei 4320/64;Multas e demais Sanções
10,401;10,394;Art. 39, § 2º;Lei 4320/64;Taxa de Ocupação / Laudêmio / Foro
10,402;10,394;art. 286 a 298;Lei 10406/02;Cessão de créditos não-tributários
10,409;9,985;37;CF;Empregado Público / Temporário
10,41;10,409;arts. 1º e segs.;Lei 8745/93 e Lei 9849/99;Contrato Temporário de Mão de Obra L 8.745/1993
10,411;10,409;37;CF;Admissão / Permanência / Despedida
10,418;10,417;Art. 19, VII;Lei 9503/97;CNH - Carteira Nacional de Habilitação
10,419;10,417;Art. 262;Lei 9503/97;Liberação de Veículo Apreendido
10,42;10,417;Arts. 130 a 135;Lei 9503/97;Licenciamento de Veículo
10,422;10,421;art. 78, XV;Lei 8.666/93;Pagamento Atrasado / Correção Monetária
10,423;10,421;59;Lei 8.666/93;Anulação
10,424;10,421;art. 78, XIV, XV;Lei 8.666/93;Suspensão
10,425;10,421;art. 58, II, art.78 a 79;Lei 8.666/93;Rescisão
10,426;10,421;art. 57, §§ 1º, 2º, 4º;Lei 8.666/93;Prorrogação
10,427;10,421;arts. 60, 65, § 6º;Lei 8.666/93;Termo Aditivo
10,428;10,421;arts. 80 a 83, 86 a 88.;Lei 8.666/93;Penalidades
10,429;10,421;arts.66 a 76;Lei 8.666/93;Execução Contratual
10,43;10,421;art. 57, § 1º, I a II, art. 58, § 2º;Lei 8.666/93;Equilíbrio Financeiro
10,431;899;"arts. 186; e 927 à 954";Lei nº 10.406/02 (Código Civil) -;Responsabilidade Civil
10,432;899;Arts. 1.196 a 1.510;Lei nº 10.406/02 (Código Civil) -;Coisas
10,433;10,431;"art. 5º, X da CF e Arts. 186; 927; 944 e 953 e parágrafo único, do CC";CF e Lei nº 10.406/02 (Código Civil) -;Indenização por Dano Moral
10,434;10,433;arts. 186 e 951;Lei 10406/02;Erro Médico
10,435;10,433;927;Lei 10406/02;Acidente de Trânsito
10,436;10,433;Lei 5250, art. 5º, IV e V;"Lei 5250/67; Lei 10406/02";Lei de Imprensa
10,437;10,433;20;Lei 10406/02;Direito de Imagem
10,438;10,431;art. 927;Lei 10406/02;Dano Ambiental
10,439;10,431;"arts. 927; 944 a 954";Lei nº 10.406/02 (Código Civil) -;Indenização por Dano Material
10,44;10,439;arts. 186 e 951;Lei 10406/02;Erro Médico
10,441;10,439;927;Lei 10406/02;Acidente de Trânsito
10,442;10,439;art. 49;Lei 10406/02 e Lei 5250/67;Lei de Imprensa
10,443;10,439;art. 5º, inc. V e X;Constituição Federal de 1988 %u2013;Direito de Imagem
10,444;10,432;artigos 1.196 à 1.224 C.C.;Lei nº 10.406/02 (Código Civil) -;Posse
10,445;10,444;Arts.1210 a 1224;Lei 10.406/02;Esbulho / Turbação / Ameaça
10,446;10,444;1228;Lei 10.406/02;Imissão
10,447;10,444;1204 a 1209;Lei 10.406/02;Aquisição
10,448;10,432;"artigos 1.225, I; 1.228 à 1.259 C.C.";Lei nº 10.406/02 (Código Civil) -;Propriedade
10,449;10,448;1275 a 1276;Lei 10406/02;Perda da Propriedade
10,45;10,448;1322 1499 VI 1483;Lei 10.406/02;Adjudicação Compulsória
10,451;10,448;1297;Lei 10.406/02 e CPC;Divisão e Demarcação
10,452;10,448;637 879 1228 1251 1314 1359;Lei 10406/02;Reivindicação
10,453;10,448;212 a 213;Lei 6015/73;Retificação de Área de Imóvel
10,454;10,448;1322;Lei 10.406/02;Alienação Judicial
10,455;10,448;Artigos:1.238 a 1.259;Lei nº 10.406/02 (Código Civil) -;Aquisição
10,456;10,455;1249 a 1259;Lei 10406/02;Acessão
10,457;10,455;183 e 191;CF;Usucapião Especial (Constitucional)
10,458;10,455;1238 e 1261;Lei 10406/02;Usucapião Extraordinária
10,459;10,455;1242 e 1260;Lei 10406/02;Usucapião Ordinária
10,46;10,455;10;Lei 10.257/01;Usucapião Especial Coletiva
10,461;10,448;1277;Lei 10406/02;Direito de Vizinhança
10,462;10,448;1314 a 1330;Lei 10.406/02;Condomínio
10,464;10,463;1347 a 1356;Lei 10406/02;Administração
10,465;10,463;art. 1.314, par. único;Lei 10.406/02;Alteração de Coisa Comum
10,466;10,463;"artigos 1.334, III; 1.347, § 1º do artigo 1.348 e 1.349 à 1.355 C.C";Lei nº 10.406/02 (Código Civil) - .;Assembléia
10,467;10,463;"Lei 10.406/02, art. 1.334; Lei 4591/64, art. 12";"Lei 10.406/02; Lei 4591/64";Despesas Condominiais
10,468;10,463;1335 a 1337;Lei 10406/02;Direitos / Deveres do Condômino
10,469;10,463;1338;Lei 10406/02;Vaga de garagem
10,47;10,448;art. 1º;Lei 4.591/64;Incorporação Imobiliária
10,48;10,448;1359 a 1360;Lei 10406/02;Propriedade Resolúvel
10,481;10,448;1361 a 1368;Lei 10406/02;Propriedade Fiduciária
10,482;10,432;678 694;Lei 3.071/16;Enfiteuse
10,483;10,432;1378 a 1379;Lei 10.406/02;Servidão
10,484;10,432;1390 a 1411;Lei 10.406/02;Usufruto
10,485;10,432;1369 a 1377;Lei 10.406/02;Superfície
10,486;10,432;1412 a 1413;Lei 10.406/02;Uso
10,487;10,432;1414 a 1416;Lei 10.406/02;Habitação
10,488;10,432;Artigos:1.431;Lei nº 10.406/02 (Código Civil) -;Penhor
10,489;10,488;1438 a 1446;Lei 10.406/02;Rural - Agrícola/Pecuário
10,49;10,488;1447 a 1450;Lei 10.406/02;Industrial / Mercantil
10,491;10,488;artigos 1.451 à 1.460.;Lei nº 10.406/02 (Código Civil) -;Direitos e Títulos de Crédito
10,492;10,488;1461 a 1466;Lei 10.406/02;Veículos
10,493;10,488;1467 a 1472;Lei 10.406/02;Legal
10,494;10,432;1473 a 1505;Lei 10.406/02;Hipoteca
10,495;10,432;Art. 1506 a 1510;Lei 10.406/02;Anticrese
10,496;10,432;1417 e 1418;Lei 10.406/02;Promessa de Compra e Venda
10,497;10,288;art. 37, XI;CF;Subsídios
10,499;4,654;art. 1º e segs.;Lei 9610/98;Programa de Computador
10,5;10,455;arts. 1º a 10;L 6.969/1981;Usucapião da L 6.969/1981
10,501;9,58;art. 2º;"Lei Federal nº 4829/65;";Crédito Rural
10,502;9,991;Art. 37, § 6º;CF;Indenização por Dano Material
10,503;10,502;"CF, art. 37, § 6º; Lei 10.406/02, art.927, 944, 949";"CF/88; Lei 10406/02";Erro Médico
10,504;10,502;"CF, art. 37, § 6º; Lei 10.406/02, art.927";"CF; Lei 10406/02";Acidente de Trânsito
10,508;3,388;136;CP;Maus Tratos
10,509;3,388;134;CP;Exposição ou Abandono de Recém Nascido
10,514;3,618;Art. 24;Lei nº 11.105/2005;Utilização de Embrião Humano em Desacordo com a Legislação
10,515;3,618;Art. 25;Lei nº 11.105/2005;Prática de engenharia genética em célula germinal, zigoto ou embrião humanos
10,516;3,618;Art. 26;Lei nº 11.105/2005;Clonagem Humana
10,527;5,914;150, VI;CF;Livros / Jornais / Periódicos
10,528;5,914;150, VI;CF;Entidades Sem Fins Lucrativos
10,529;5,914;150, VI;CF;Partidos Políticos
10,53;5,914;150, VI;CF;Imunidade Recíproca
10,534;5,972;"CF, art. 145, II; CTN, art. 77";"CF; CTN";Taxa de Limpeza Pública
10,535;5,972;"CF, art. 145, II; CTN, art. 77";"CF; CTN";Taxa de Iluminação Pública
10,536;5,972;"CF, art. 145, II; CTN, art. 77";"CF; CTN";Taxa de Coleta de Lixo
10,537;5,972;"CF, art. 145, II; CTN, art. 77";"CF; CTN";Taxa de Prevenção e Combate a Incêndio
10,538;5,972;"CF, art. 145, II; CTN, art. 77";"CF; CTN";Taxa de Licenciamento de Estabelecimento
10,539;5,978;art. 126;CTN;Capacidade Tributária
10,54;5,913;arts. 153 a 156;CF;Competência Tributária
10,543;5,987;151, II;CTN;Depósito Judicial
10,544;5,992;Art. 4º;LC 118/05;Constitucionalidade do artigo 4º da LC 118/05
10,545;5,992;"Lei 8212, art. 46; Súmula Vinculante nº 8.";"Lei 8212/91; Súmula Vinculante nº 8";Constitucionalidade do artigo 46 da Lei 8212/91
10,548;5,992;art. 40, §4º;Lei 6830/80;Decretação de Ofício
10,549;10,546;"art. 5º, parágrafo único; Súmula Vinculante nº 8";"DL 1569/77; Súmula Vinculante nº 8";Arquivamento Administrativo - Crédito de Pequeno Valor
10,55;10,547;Artigo 8º;Lei 6830/80;Despacho de Citação
10,551;5,993;"Lei 8212, art. 45; Súmula Vinculante nº 8.";"Lei 8212/91; Súmula Vinculante nº 8";Constitucionalidade do artigo 45 da Lei 8212/91
10,556;6,008;"Lei 10833, art. 3º; Lei 9718, art. 3º, §2º, I";Lei 10833/03 e Lei 9718/98;Exclusão - ICMS
10,557;6,008;art. 155, §2º, XI;CF;Exclusão - IPI
10,558;6,008;art. 149, §2º, I;CF;Exclusão - Receitas Provenientes de Exportação
10,559;6,008;"CF, art. 155, §2º; ADCT, art. 34, §4º.";CF;"Cálculo de ICMS &quot;por dentro&quot;"
10,56;6,021;"CTN, art. 197; Lei 9034, art. 2º, III; Lei 8021, art. 8º; Lei 4595, art. 38, §2º";"CTN; Lei 9034/95; Lei 8021/90; Lei 4595/64";Quebra de Sigilo Bancário
10,561;6,033;art. 1º e 45;Lei 10637;PIS - Importação
10,562;6,033;art. 2º e 5º, §12;Lei 9718/98;COFINS - Importação
10,563;6,036;31;Lei 9249/95;Compensação de Prejuízo
10,565;6,044;"CF, art. 149; CLT, art. 578 a 591; DL 1166";CF, CLT e DL1166/71;Contribuição Sindical Rural
10,567;6,094;Art. 44;Lei 8.213/91;Aposentadoria por Invalidez Acidentária
10,582;7,691;arts. 455 e 607;Lei nº 10.406/02 (Código Civil);Rescisão / Resolução
10,585;7,699;Art. 591;Lei 10406/02;Capitalização / Anatocismo
10,586;7,699;"- arts. 406 a 407;";Lei nº 10.406/02 (Código Civil);Limitação de Juros
10,588;4,839;art. 234;Lei 10406;Vícios de Construção
